年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2017,7,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4157,2.23
2017,7,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,634132,4.41
2017,7,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,177733,3.52
2017,7,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7088,3.81
2017,7,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,171311,3.79
2017,7,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9815,4.48
2017,7,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,15344,3.2
2017,7,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,68305,4.17
2017,8,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,90878,4.5
2017,8,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,5550,4.45
2017,8,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,10538,3.7
2017,8,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,11409,3.18
2017,8,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4620,3.56
2017,8,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,279324,4.24
2017,8,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,904531,4.5
2017,8,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10375,3.67
2017,8,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4446,2.39
2017,8,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,637092,4.43
2017,8,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,189824,3.76
2017,8,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7276,3.91
2017,8,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,174720,3.87
2017,8,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8954,4.09
2017,8,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,16018,3.34
2017,8,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,66169,4.04
2017,9,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,72913,3.73
2017,9,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4501,3.73
2017,9,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9375,3.4
2017,9,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9582,2.76
2017,9,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4497,3.58
2017,9,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,268235,4.21
2017,9,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,838332,4.31
2017,9,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10356,3.79
2017,9,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4369,2.43
2017,9,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,611408,4.4
2017,9,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,207919,4.26
2017,9,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7643,4.24
2017,9,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,190599,4.36
2017,9,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8244,3.89
2017,9,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,15048,3.25
2017,9,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,55378,3.5
2017,10,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,60156,3.08
2017,10,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3488,2.89
2017,10,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9075,3.3
2017,10,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9048,2.6
2017,10,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4590,3.65
2017,10,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,226283,3.55
2017,10,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,673768,3.46
2017,10,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10607,3.88
2017,10,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3740,2.08
2017,10,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,568081,4.08
2017,10,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,198105,4.06
2017,10,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7159,3.98
2017,10,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,148577,3.4
2017,10,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6254,2.95
2017,10,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,12202,2.63
2017,10,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,59572,3.76
2017,11,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,33793,1.73
2017,11,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2147,1.78
2017,11,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6593,2.39
2017,11,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7117,2.05
2017,11,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3548,2.82
2017,11,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,170428,2.68
2017,11,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,506585,2.6
2017,11,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7860,2.88
2017,11,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2470,1.37
2017,11,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,467836,3.36
2017,11,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,152524,3.12
2017,11,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5810,3.23
2017,11,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,132599,3.03
2017,11,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4361,2.06
2017,11,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,6578,1.42
2017,11,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,32073,2.02
2017,12,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,40855,2.02
2017,12,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2466,1.98
2017,12,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6104,2.14
2017,12,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,6480,1.81
2017,12,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3369,2.59
2017,12,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,168442,2.56
2017,12,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,545519,2.71
2017,12,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8029,2.84
2017,12,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2175,1.17
2017,12,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,434732,3.02
2017,12,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,141199,2.8
2017,12,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5629,3.02
2017,12,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,134371,2.97
2017,12,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4868,2.22
2017,12,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,9256,1.93
2017,12,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,41203,2.52
2018,1,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,48440,2.4
2018,1,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2766,2.22
2018,1,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,6462,2.27
2018,1,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,5858,1.63
2018,1,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3185,2.45
2018,1,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,164365,2.5
2018,1,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,501612,2.49
2018,1,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7835,2.77
2018,1,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2019,1.09
2018,1,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,451264,3.14
2018,1,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,148842,2.95
2018,1,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5328,2.86
2018,1,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,156170,3.45
2018,1,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,5169,2.36
2018,1,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,8456,1.76
2018,1,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,35753,2.18
2018,2,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,36597,2.01
2018,2,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,1973,1.75
2018,2,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,5634,2.19
2018,2,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,5479,1.69
2018,2,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2957,2.52
2018,2,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,161899,2.72
2018,2,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,418656,2.31
2018,2,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,7118,2.79
2018,2,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1952,1.16
2018,2,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,435380,3.35
2018,2,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,140172,3.08
2018,2,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4515,2.69
2018,2,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,140381,3.44
2018,2,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,4838,2.45
2018,2,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,6301,1.46
2018,2,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,36579,2.47
2018,3,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,73986,3.663757885
2018,3,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4342,3.479863755
2018,3,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9842,3.458429967
2018,3,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8700,2.423533344
2018,3,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4351,3.349757487
2018,3,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,271357,4.123074277
2018,3,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,776348,3.861195736
2018,3,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11771,4.16691004
2018,3,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3570,1.919354839
2018,3,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,627823,4.367743883
2018,3,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,247753,4.910166349
2018,3,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7313,3.929755552
2018,3,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,197819,4.37599988
2018,3,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9321,4.258283803
2018,3,澎湖七美光電站/Penghu Qimei Photovoltaics Station/Qimei 1st Photovoltaics,154.56,13666,2.852217325
2018,3,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,53764,3.284701857
2018,4,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,74427,3.808449234
2018,4,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3845,3.18426501
2018,4,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8580,3.11546841
2018,4,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9338,2.687967761
2018,4,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3903,3.105011933
2018,4,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,243325,3.82038649
2018,4,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,779078,4.003932609
2018,4,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9967,3.645907636
2018,4,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3566,1.981111111
2018,4,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,580110,4.170332988
2018,4,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,214125,4.385156514
2018,4,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,7426,4.123493809
2018,4,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,183524,4.195102772
2018,4,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9085,4.288816504
2018,4,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,16028,3.456694272
2018,4,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,50419,3.183017677
2018,5,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,92446,4.57788989
2018,5,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,5000,4.007212983
2018,5,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,10722,3.767657601
2018,5,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,12296,3.42526046
2018,5,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,4850,3.733928709
2018,5,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,279204,4.242303793
2018,5,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,905260,4.502344376
2018,5,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11366,4.023540865
2018,5,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4278,2.3
2018,5,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,694750,4.833352813
2018,5,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,244157,4.838897956
2018,5,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,8369,4.497213759
2018,5,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,205451,4.544829118
2018,5,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,11068,5.056397933
2018,5,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,18686,3.899936552
2018,5,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,64369,3.932612414
2018,6,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,72790,3.724683512
2018,6,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3890,3.221532091
2018,6,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9574,3.476397967
2018,6,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9831,2.829879102
2018,6,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3945,3.138424821
2018,6,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,232827,3.655559952
2018,6,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,775629,3.986207088
2018,6,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9947,3.638591678
2018,6,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3018,1.676666667
2018,6,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,521106,3.746161146
2018,6,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,186668,3.822852988
2018,6,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6117,3.396635016
2018,6,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,158053,3.612871224
2018,6,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8002,3.777557475
2018,6,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,13802,2.976621808
2018,6,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,48048,3.033333333
2018,7,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,84461,4.182475802
2018,7,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3839,3.076738129
2018,7,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9937,3.491812496
2018,7,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9078,2.52883169
2018,7,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3540,2.725383016
2018,7,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,261553,3.974109554
2018,7,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,717856,3.570283592
2018,7,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9884,3.498915881
2018,7,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3314,1.78172043
2018,7,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,602098,4.188775908
2018,7,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,184682,3.66017502
2018,7,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,6687,3.593364608
2018,7,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,165510,3.661285013
2018,7,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8678,3.964530291
2018,7,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,15337,3.200970079
2018,7,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,55925,3.416727761
2018,8,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,75631,3.75
2018,8,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4084,3.27
2018,8,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,8801,3.09
2018,8,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8801,2.45
2018,8,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3576,2.75
2018,8,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,225280,3.42
2018,8,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,624547,3.11
2018,8,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8845,3.13
2018,8,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3082,1.66
2018,8,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,398456,2.77
2018,8,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,158497,3.14
2018,8,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5108,2.74
2018,8,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,107578,2.38
2018,8,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7628,3.48
2018,8,澎湖七美光電站/Penghu Qimei Photovoltaics Station,154.56,11957,2.5
2018,8,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,46402,2.83
2018,9,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,68884,3.52
2018,9,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4070,3.37
